id,hhid,inc,female
940,349156,95428.125,TRUE
945,427117,2611421.7947640005,FALSE
951,371489,1335077.266932,FALSE
957,393693,498536.8829999999,TRUE
965,258857,777957.0193800002,FALSE
972,406896,633562.0436088,FALSE
973,326620,218074.077,TRUE
975,322230,356631.795,TRUE
987,335906,1805447.0070000002,TRUE
1012,15336,558791.4239135999,FALSE
1016,331162,400672.8967536,FALSE
1024,284775,136156.76099999997,TRUE
1025,32938,1247670.1138680002,FALSE
1026,111087,1335077.266932,FALSE
1028,61315,395896.80780000007,TRUE
1029,122470,1162197.103212,FALSE
1043,340080,369855.62920439994,FALSE
1049,188829,1050349.131,TRUE
1062,13576,743703.3437040001,FALSE
1074,363754,1205805.94902,FALSE
1078,178908,428050.8882,TRUE
1082,107077,633562.0436088,FALSE
1083,184939,344561.0947128,FALSE
1086,261824,201697.28093880002,FALSE
1088,13754,428681.56871519994,FALSE
1099,77723,546398.7750000001,TRUE
1103,397642,501612.50412,FALSE
1107,205007,2281052.8246680005,FALSE
1108,57413,211958.86140000002,TRUE
1112,427065,1511825.0339520003,FALSE
1119,375525,280179.9234,TRUE
1133,89441,356631.795,TRUE
1138,59816,33408.76500000003,TRUE
1139,40376,190548.97405919997,FALSE
1143,104751,501612.50412,FALSE
1144,375187,966738.9959280001,FALSE
1147,378059,287316.1278,TRUE
1148,192306,1022283.9129600001,FALSE
1149,26116,1805447.0070000002,TRUE
1155,1862,642480.5789999999,TRUE
1156,234800,30925.18251000002,FALSE
1160,32478,272594.6407512,FALSE
1162,391935,1511825.0339520003,FALSE
1163,301141,501612.50412,FALSE
1165,399376,111547.77564240003,FALSE
1170,97251,136156.76099999997,TRUE
1175,402314,210085.03910880003,FALSE
1178,342097,293339.75580000004,TRUE
1188,36250,364745.2302000001,TRUE
1192,210628,558791.4239135999,FALSE
1196,398606,259312.45859999998,TRUE
1197,410309,344561.0947128,FALSE
1199,397887,479301.7829796001,FALSE
1202,137461,373063.743,TRUE
1203,260672,584793.027,TRUE
1211,376120,335757.3391764,FALSE
1222,91721,896465.8366200001,FALSE
1225,162659,692612.9515512001,FALSE
1231,334926,223950.23820000002,TRUE
1239,43883,327064.8752028,FALSE
1254,401110,150678.70739999998,TRUE
1259,363009,223950.23820000002,TRUE
1270,323011,479301.7829796001,FALSE
1271,51338,1435455.099,TRUE
1272,321826,193433.87699999998,TRUE
1273,288140,306549.80460000003,TRUE
1275,416310,833867.910504,FALSE
1285,317036,381604.1814,TRUE
1297,220894,299840.49185399996,FALSE
1301,434319,708259.059576,FALSE
1303,85097,80839.90980000001,TRUE
1308,237032,525541.212396,FALSE
1309,196605,642480.5789999999,TRUE
1319,236369,513427.5381024,FALSE
1325,340129,266153.7762,TRUE
1336,68487,659962.7189999999,TRUE
1339,41638,928975.671,TRUE
1340,197120,400672.8967536,FALSE
1344,258904,150817.54538160004,FALSE
1350,404072,150817.54538160004,FALSE
1352,92218,248783.90940000003,TRUE
1356,293599,110242.57139999999,TRUE
1362,20912,131980.57944479998,FALSE
1367,333882,943332.328908,FALSE
1370,306441,2072628.1939680004,FALSE
1374,46312,255540.31621560003,FALSE
1380,335050,797918.62302,FALSE
1382,417588,598625.703,TRUE
1394,328242,205402.8366,TRUE
1398,329830,569532.0479219999,FALSE
1403,190245,451175.8221144,FALSE
1407,355560,190548.97405919997,FALSE
1409,329288,30925.18251000002,FALSE
1411,120341,335757.3391764,FALSE
1412,48688,359893.09201319993,FALSE
1413,313235,676036.179,TRUE
1415,51008,223950.23820000002,TRUE
1416,410331,287316.1278,TRUE
1417,369585,409444.6891896,FALSE
1426,127101,896465.8366200001,FALSE
1428,388765,395896.80780000007,TRUE
1430,139416,966738.9959280001,FALSE
1440,266022,692612.9515512001,FALSE
1448,164610,90163.64365559995,FALSE
1456,204503,328634.4438,TRUE
1457,202465,1124738.2577880002,FALSE
1461,361473,223950.23820000002,TRUE
1464,151063,259312.45859999998,TRUE
1467,118343,110242.57139999999,TRUE
1472,60561,1247670.1138680002,FALSE
1473,352890,966738.9959280001,FALSE
1474,159507,618154.7387903999,FALSE
1477,329986,99995.87498760001,FALSE
1481,19492,896465.8366200001,FALSE
1487,154150,308397.5385984,FALSE
1504,239895,1671679.3823640004,FALSE
1511,159376,223950.23820000002,TRUE
1514,363301,1778569.7148359998,FALSE
1515,176799,131980.57944479998,FALSE
1520,63105,30925.18251000002,FALSE
1521,140828,760509.7109999999,TRUE
1525,59276,54881.42403239998,FALSE
1530,238084,272594.6407512,FALSE
1543,45339,570917.295,TRUE
1558,38912,525541.212396,FALSE
1560,224604,692612.9515512001,FALSE
1569,103377,522876.62700000004,TRUE
1570,59994,581569.2561203999,FALSE
1575,374062,290935.3267368,FALSE
1580,210709,439739.711028,FALSE
1581,284032,30925.18251000002,FALSE
1582,422542,547619.8773384,FALSE
1585,268072,1009895.6790000001,TRUE
1591,4678,813661.6426200002,FALSE
1598,337766,253767.40739999997,TRUE
1602,256551,525541.212396,FALSE
1603,144805,1009895.6790000001,TRUE
1604,418902,128681.5374,TRUE
1605,352287,110242.57139999999,TRUE
1606,152172,618154.7387903999,FALSE
1610,416222,99995.87498760001,FALSE
1616,407552,231123.74220000004,TRUE
1621,269661,560106.495,TRUE
1645,204277,199364.2326,TRUE
1661,96154,201697.28093880002,FALSE
1667,350424,943332.328908,FALSE
1670,266804,335757.3391764,FALSE
1672,24940,381604.1814,TRUE
1674,354485,299698.7058,TRUE
1676,360220,74088.07379999998,TRUE
1682,58732,187652.9538,TRUE
1684,54267,395896.80780000007,TRUE
1686,424329,150817.54538160004,FALSE
1688,16842,299840.49185399996,FALSE
1691,373779,290935.3267368,FALSE
1695,235075,66187.63816919996,FALSE
1697,74066,41452.234200000006,TRUE
1701,222031,1671679.3823640004,FALSE
1704,114385,777957.0193800002,FALSE
1711,9782,351818.2178388,FALSE
1712,84502,163453.09499999997,TRUE
1716,288902,364745.2302000001,TRUE
1717,285094,356631.795,TRUE
1720,213142,49859.62019999996,TRUE
1737,297618,102803.94539999997,TRUE
1741,370132,220299.73722000004,FALSE
1742,113,143023.11659999998,TRUE
1748,59084,917874.298728,FALSE
1758,39606,156438.6174,TRUE
1760,437322,281388.2416992,FALSE
1762,313183,169664.3251488,FALSE
1768,397571,1057210.926444,FALSE
1769,22679,128681.5374,TRUE
1770,186614,1511825.0339520003,FALSE
1773,27388,255540.31621560003,FALSE
1774,25582,558791.4239135999,FALSE
1779,103133,314143.479,TRUE
1783,19690,581569.2561203999,FALSE
1784,424270,760893.903288,FALSE
1789,146301,1247670.1138680002,FALSE
1791,180114,41452.234200000006,TRUE
1794,320927,180549.97576199996,FALSE
1798,33687,255540.31621560003,FALSE
1804,330129,833867.910504,FALSE
1810,176600,469768.32826200005,FALSE
1814,218949,259312.45859999998,TRUE
1819,362184,80839.90980000001,TRUE
1823,258255,136156.76099999997,TRUE
1827,322764,142812.9355068,FALSE
1830,30693,381604.1814,TRUE
1843,329796,314143.479,TRUE
1851,348834,537978.0615768001,FALSE
1852,174708,74088.07379999998,TRUE
1866,163349,280179.9234,TRUE
1871,260672,1335077.266932,FALSE
1878,1157,356631.795,TRUE
1879,285157,661998.9802248002,FALSE
1887,29987,42638.32985039997,FALSE
1896,225516,659962.7189999999,TRUE
1900,193923,428681.56871519994,FALSE
1903,89163,868952.7989999999,TRUE
1909,297012,327064.8752028,FALSE
1911,114431,598625.703,TRUE
1922,21916,760893.903288,FALSE
1925,285192,1022283.9129600001,FALSE
1933,211636,169664.3251488,FALSE
1938,293180,2611421.7947640005,FALSE
1939,256155,41452.234200000006,TRUE
1947,185414,647051.5624032,FALSE
1949,79738,487792.63260000007,TRUE
1959,411408,1205805.94902,FALSE
1961,176226,2611421.7947640005,FALSE
1963,267049,570917.295,TRUE
1968,312827,334764.261,TRUE
1972,21913,487792.63260000007,TRUE
1975,10457,714179.115,TRUE
1976,105237,201697.28093880002,FALSE
1980,146490,169664.3251488,FALSE
1984,55413,128681.5374,TRUE
1987,188539,1511825.0339520003,FALSE
1991,2949,513427.5381024,FALSE
1997,59054,418857.4962,TRUE
2002,245050,1579554.0940320005,FALSE
2004,103900,560106.495,TRUE
2010,277584,290935.3267368,FALSE
2012,197706,150678.70739999998,TRUE
2013,283406,546398.7750000001,TRUE
2016,191807,1805447.0070000002,TRUE
2017,200696,633562.0436088,FALSE
2028,12766,1578581.1989999998,TRUE
2031,229556,57623.64659999998,TRUE
2033,33151,2611421.7947640005,FALSE
2042,371735,534681.4589999999,TRUE
2048,225479,403272.441,TRUE
2052,215725,218074.077,TRUE
2053,260229,513427.5381024,FALSE
2058,220911,30925.18251000002,FALSE
2062,226904,896465.8366200001,FALSE
2063,112374,447242.11740000005,TRUE
2064,4227,3341345.194728,FALSE
2065,346640,1205805.94902,FALSE
2067,360071,280179.9234,TRUE
2072,130060,79573.08947039998,FALSE
2074,83069,491155.05000959995,FALSE
2080,286429,187652.9538,TRUE
2084,375257,400672.8967536,FALSE
2085,27654,66187.63816919996,FALSE
2086,20943,777957.0193800002,FALSE
2094,108725,66815.49420000002,TRUE
2097,97893,584793.027,TRUE
2104,126053,743703.3437040001,FALSE
2107,394863,487792.63260000007,TRUE
2117,159773,618154.7387903999,FALSE
2129,63079,150678.70739999998,TRUE
2133,276990,1314344.1870000004,TRUE
2136,219163,714179.115,TRUE
2141,245608,293339.75580000004,TRUE
2164,27966,797918.62302,FALSE
2166,234992,513427.5381024,FALSE
2169,121991,1089751.9524120002,FALSE
2171,188295,242738.33220000006,TRUE
2175,423151,1380631.84092,FALSE
2177,152616,121239.68282999996,FALSE
2182,222199,150817.54538160004,FALSE
2188,7280,813661.6426200002,FALSE
2192,280644,418857.4962,TRUE
2194,303889,57623.64659999998,TRUE
2197,388687,273103.38899999997,TRUE
2201,150073,388225.25820000004,TRUE
2202,238580,501612.50412,FALSE
2208,22456,321996.70619999996,TRUE
2220,183025,229863.58755119995,FALSE
2225,206042,1205805.94902,FALSE
2227,190064,522876.62700000004,TRUE
2232,6893,510771.807,TRUE
2233,346629,456505.42860000004,TRUE
2234,156250,469768.32826200005,FALSE
2239,185560,451175.8221144,FALSE
2247,86709,1380631.84092,FALSE
2267,410296,547619.8773384,FALSE
2269,114298,253767.40739999997,TRUE
2272,129780,605615.1851484,FALSE
2284,85640,211958.86140000002,TRUE
2286,173555,966738.9959280001,FALSE
2290,410201,349450.6158,TRUE
2294,223911,411538.4442,TRUE
2303,416859,738163.647,TRUE
2307,116014,143023.11659999998,TRUE
2317,16188,170020.63259999998,TRUE
2326,391206,877669.6253399999,FALSE
2329,352972,180549.97576199996,FALSE
2331,145597,351818.2178388,FALSE
2337,204787,547619.8773384,FALSE
2346,287902,943332.328908,FALSE
2347,265183,210085.03910880003,FALSE
2352,54952,150817.54538160004,FALSE
2353,180714,218074.077,TRUE
2355,95490,1578581.1989999998,TRUE
2359,360928,199364.2326,TRUE
2363,206536,960258.195,TRUE
2368,155014,299698.7058,TRUE
2371,164052,359893.09201319993,FALSE
2372,33054,102803.94539999997,TRUE
2373,23384,131980.57944479998,FALSE
2379,32980,211958.86140000002,TRUE
2384,86406,833867.910504,FALSE
2387,148038,299698.7058,TRUE
2388,17499,466769.8854,TRUE
2393,285327,677779.3469016,FALSE
2398,64981,349450.6158,TRUE
2406,126801,318843.8158464,FALSE
2412,402693,99995.87498760001,FALSE
2422,60426,1162197.103212,FALSE
2423,221751,248783.90940000003,TRUE
2424,155842,259312.45859999998,TRUE
2434,159698,994968.7516800001,FALSE
2445,330178,110242.57139999999,TRUE
2451,31599,546398.7750000001,TRUE
2453,206261,469768.32826200005,FALSE
2460,424710,111547.77564240003,FALSE
2470,17967,409444.6891896,FALSE
2474,236111,895160.799,TRUE
2476,114539,1578581.1989999998,TRUE
2484,251004,131980.57944479998,FALSE
2499,324788,436661.85419999994,TRUE
2511,312780,318843.8158464,FALSE
2515,163678,2072628.1939680004,FALSE
2525,308284,1805447.0070000002,TRUE
2532,174784,513427.5381024,FALSE
2536,106732,351818.2178388,FALSE
2541,220290,395896.80780000007,TRUE
2542,46187,388225.25820000004,TRUE
2544,622,211958.86140000002,TRUE
2550,273986,33408.76500000003,TRUE
2552,366876,469768.32826200005,FALSE
2559,25567,163453.09499999997,TRUE
2560,207775,647051.5624032,FALSE
2575,388932,349450.6158,TRUE
2581,29139,136156.76099999997,TRUE
2583,239629,390280.9363308,FALSE
2585,244000,263958.674454,FALSE
2592,74799,170020.63259999998,TRUE
2599,24552,341310.9258,TRUE
2600,63537,80839.90980000001,TRUE
2604,434238,199364.2326,TRUE
2618,416363,525541.212396,FALSE
2620,136122,960258.195,TRUE
2627,122015,327064.8752028,FALSE
2643,286922,1896262.7574240002,FALSE
2655,74576,1285835.0098680002,FALSE
2657,79953,210085.03910880003,FALSE
2661,177210,2306688.579,TRUE
2662,75221,220299.73722000004,FALSE
2664,98788,190548.97405919997,FALSE
2671,53769,280179.9234,TRUE
2676,305735,633562.0436088,FALSE
2677,158377,605615.1851484,FALSE
2691,129084,359893.09201319993,FALSE
2694,343319,513427.5381024,FALSE
2698,183523,760893.903288,FALSE
2703,213258,273103.38899999997,TRUE
2705,177485,356631.795,TRUE
2708,33613,501612.50412,FALSE
2713,87026,163453.09499999997,TRUE
2718,201281,522876.62700000004,TRUE
2719,382307,110242.57139999999,TRUE
2725,226113,41452.234200000006,TRUE
2729,94356,960258.195,TRUE
2735,69924,290935.3267368,FALSE
2741,62826,272594.6407512,FALSE
2747,151699,57623.64659999998,TRUE
2758,193071,272594.6407512,FALSE
2766,219360,327064.8752028,FALSE
2769,324890,281388.2416992,FALSE
2775,317059,418857.4962,TRUE
2777,384960,280179.9234,TRUE
2779,187690,231123.74220000004,TRUE
2783,332902,833867.910504,FALSE
2784,11958,479301.7829796001,FALSE
2786,97919,99995.87498760001,FALSE
2787,297970,797918.62302,FALSE
2791,416535,201697.28093880002,FALSE
2792,310212,659962.7189999999,TRUE
2793,431740,239082.1137252,FALSE
2798,154001,451175.8221144,FALSE
2800,95771,229863.58755119995,FALSE
2810,4576,676036.179,TRUE
2812,35375,299698.7058,TRUE
2820,333198,1579554.0940320005,FALSE
2828,225993,2072628.1939680004,FALSE
2835,424288,598625.703,TRUE
2837,206619,1671679.3823640004,FALSE
2838,170417,537978.0615768001,FALSE
2842,108266,1578581.1989999998,TRUE
2844,281720,180549.97576199996,FALSE
2855,352336,351818.2178388,FALSE
2868,224279,584793.027,TRUE
2869,416560,966738.9959280001,FALSE
2878,159255,364745.2302000001,TRUE
2890,259547,439739.711028,FALSE
2894,392621,163453.09499999997,TRUE
2896,42400,1050349.131,TRUE
2906,227587,592227.4848444,FALSE
2910,304294,395896.80780000007,TRUE
2913,179422,928975.671,TRUE
2915,157264,122451.2406,TRUE
2917,283268,349450.6158,TRUE
2920,20607,797918.62302,FALSE
2924,275980,163453.09499999997,TRUE
2925,154124,614871.8550000001,TRUE
2928,233489,1579554.0940320005,FALSE
2929,327979,1380631.84092,FALSE
2949,206283,99995.87498760001,FALSE
2950,24864,74088.07379999998,TRUE
2954,95814,1124738.2577880002,FALSE
2959,290988,1205805.94902,FALSE
2966,411621,570917.295,TRUE
2967,92683,522876.62700000004,TRUE
2972,229684,136156.76099999997,TRUE
2986,282356,160591.57524719997,FALSE
2991,296740,239082.1137252,FALSE
2993,377013,99995.87498760001,FALSE
3001,161217,659962.7189999999,TRUE
3006,51847,290935.3267368,FALSE
3008,157477,647051.5624032,FALSE
3009,289519,1205805.94902,FALSE
3010,7443,79573.08947039998,FALSE
3012,374559,546398.7750000001,TRUE
3016,402446,428050.8882,TRUE
3017,161908,466769.8854,TRUE
3018,318024,960258.195,TRUE
3019,355888,447242.11740000005,TRUE
3020,334240,614871.8550000001,TRUE
3021,298287,487792.63260000007,TRUE
3025,373908,714179.115,TRUE
3027,101754,293339.75580000004,TRUE
3028,239790,614871.8550000001,TRUE
3030,416762,1778569.7148359998,FALSE
3037,383884,1285835.0098680002,FALSE
3039,105248,1778569.7148359998,FALSE
3044,301819,242738.33220000006,TRUE
3052,34406,418857.4962,TRUE
3054,7567,210085.03910880003,FALSE
3057,253387,760509.7109999999,TRUE
3058,120992,469768.32826200005,FALSE
3059,300823,659962.7189999999,TRUE
3068,203426,1022283.9129600001,FALSE
3073,124032,1247670.1138680002,FALSE
3074,397057,299840.49185399996,FALSE
3081,149623,74088.07379999998,TRUE
3087,429825,1160121.807,TRUE
3095,352658,960258.195,TRUE
3101,420502,784534.9589999999,TRUE
3104,146769,1671679.3823640004,FALSE
3119,240795,584793.027,TRUE
3121,218498,369855.62920439994,FALSE
3128,54625,95428.125,TRUE
3131,21109,111547.77564240003,FALSE
3133,107720,510771.807,TRUE
3139,190271,199364.2326,TRUE
3147,376632,708259.059576,FALSE
3149,91517,349450.6158,TRUE
3153,381877,280179.9234,TRUE
3154,245158,642480.5789999999,TRUE
3158,47971,190548.97405919997,FALSE
3160,323474,513427.5381024,FALSE
3163,125133,743703.3437040001,FALSE
3167,43177,966738.9959280001,FALSE
3168,86865,272594.6407512,FALSE
3170,200288,201697.28093880002,FALSE
3172,323653,136156.76099999997,TRUE
3173,326865,170020.63259999998,TRUE
3178,313346,1160121.807,TRUE
3181,262451,428681.56871519994,FALSE
3182,395156,220299.73722000004,FALSE
3185,88876,1096858.9710000001,TRUE
3191,161228,143023.11659999998,TRUE
3202,274946,287316.1278,TRUE
3205,268497,1247670.1138680002,FALSE
3211,142689,381604.1814,TRUE
3216,201688,1335077.266932,FALSE
3239,77075,1778569.7148359998,FALSE
3241,1031,205402.8366,TRUE
3245,376637,314143.479,TRUE
3254,35839,1314344.1870000004,TRUE
3273,356996,272594.6407512,FALSE
3278,256784,477606.3318,TRUE
3283,182971,760509.7109999999,TRUE
3297,350782,797918.62302,FALSE
3302,90190,110242.57139999999,TRUE
3313,412570,280179.9234,TRUE
3317,372267,199364.2326,TRUE
3322,262239,160591.57524719997,FALSE
3323,424995,328634.4438,TRUE
3327,312584,263958.674454,FALSE
3329,339942,115739.37180000002,TRUE
3337,117702,57623.64659999998,TRUE
3347,267526,255540.31621560003,FALSE
3349,79269,447242.11740000005,TRUE
3353,415926,199364.2326,TRUE
3355,145759,676036.179,TRUE
3363,422779,122451.2406,TRUE
3364,391092,281388.2416992,FALSE
3374,10489,1579554.0940320005,FALSE
3383,44544,273103.38899999997,TRUE
3384,211238,428681.56871519994,FALSE
3389,84783,1247670.1138680002,FALSE
3393,15902,33408.76500000003,TRUE
3401,137519,797918.62302,FALSE
3406,274000,1050349.131,TRUE
3410,431421,676036.179,TRUE
3421,381048,90163.64365559995,FALSE
3422,92533,522876.62700000004,TRUE
3423,380761,395896.80780000007,TRUE
3427,343590,813661.6426200002,FALSE
3457,120660,66187.63816919996,FALSE
3460,5748,379975.86919799994,FALSE
3476,57907,131980.57944479998,FALSE
3479,335798,547619.8773384,FALSE
3480,428270,840204.4949999999,TRUE
3483,239386,537978.0615768001,FALSE
3488,345783,122451.2406,TRUE
3493,70570,592227.4848444,FALSE
3494,308121,280179.9234,TRUE
3498,120646,181371.83219999998,TRUE
3500,146902,833867.910504,FALSE
3501,76010,1380631.84092,FALSE
3508,221273,341310.9258,TRUE
3516,169436,170020.63259999998,TRUE
3526,267224,41452.234200000006,TRUE
3535,335593,784534.9589999999,TRUE
3545,112224,187652.9538,TRUE
3554,299718,351818.2178388,FALSE
3555,52392,598625.703,TRUE
3557,344640,1057210.926444,FALSE
3558,367906,359893.09201319993,FALSE
3559,78779,231123.74220000004,TRUE
3563,300224,299698.7058,TRUE
3567,118798,110242.57139999999,TRUE
3568,412649,1160121.807,TRUE
3571,354662,743703.3437040001,FALSE
3576,325954,356631.795,TRUE
3587,276113,966738.9959280001,FALSE
3590,159216,150678.70739999998,TRUE
3594,135171,428681.56871519994,FALSE
3595,212383,813661.6426200002,FALSE
3598,319497,242738.33220000006,TRUE
3600,118715,287316.1278,TRUE
3616,202764,677779.3469016,FALSE
3622,410694,534681.4589999999,TRUE
3626,290157,510771.807,TRUE
3632,194239,1805447.0070000002,TRUE
3634,21387,605615.1851484,FALSE
3637,249638,156438.6174,TRUE
3643,3962,1435455.099,TRUE
3648,12489,180549.97576199996,FALSE
3657,377747,738163.647,TRUE
3668,423555,356631.795,TRUE
3672,279015,356631.795,TRUE
3677,117226,2306688.579,TRUE
3681,17725,1009895.6790000001,TRUE
3682,361439,242738.33220000006,TRUE
3684,333321,131980.57944479998,FALSE
3691,433026,2072628.1939680004,FALSE
3700,3943,661998.9802248002,FALSE
3713,72255,584793.027,TRUE
3716,187076,1805447.0070000002,TRUE
3725,68914,1314344.1870000004,TRUE
3728,163675,1089751.9524120002,FALSE
3733,357050,760509.7109999999,TRUE
3745,2920,328634.4438,TRUE
3753,144489,306549.80460000003,TRUE
3770,11149,760893.903288,FALSE
3772,347152,281388.2416992,FALSE
3773,333967,447242.11740000005,TRUE
